"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.104";"51,831";"1.024";"48,075";"2";"0,094";"2.130";"15,905"
"ENSINO FUNDAMENTAL COMPLETO";"166";"43,684";"214";"56,316";"0";"0,000";"380";"2,838"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.994";"54,009";"1.694";"45,883";"4";"0,108";"3.692";"27,569"
"ENSINO MÉDIO COMPLETO";"353";"33,845";"689";"66,059";"1";"0,096";"1.043";"7,788"
"ENSINO MÉDIO INCOMPLETO";"886";"41,267";"1.261";"58,733";"0";"0,000";"2.147";"16,032"
"LÊ E ESCREVE";"1.854";"50,878";"1.783";"48,930";"7";"0,192";"3.644";"27,210"
"NÃO INFORMADO";"8";"61,538";"4";"30,769";"1";"7,692";"13";"0,097"
"SUPERIOR COMPLETO";"62";"26,050";"176";"73,950";"0";"0,000";"238";"1,777"
"SUPERIOR INCOMPLETO";"39";"37,143";"66";"62,857";"0";"0,000";"105";"0,784"
"TOTAL(TT)";"6.466";"48,283";"6.911";"51,605";"15";"0,112";"13.392";"100,000"
