"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.681";"43,922";"3.415";"55,947";"8";"0,131";"6.104";"9,119"
"ENSINO FUNDAMENTAL COMPLETO";"1.211";"49,959";"1.212";"50,000";"1";"0,041";"2.424";"3,621"
"ENSINO FUNDAMENTAL INCOMPLETO";"9.575";"51,863";"8.886";"48,131";"1";"0,005";"18.462";"27,581"
"ENSINO MÉDIO COMPLETO";"6.049";"40,521";"8.879";"59,479";"0";"0,000";"14.928";"22,301"
"ENSINO MÉDIO INCOMPLETO";"3.186";"47,242";"3.558";"52,758";"0";"0,000";"6.744";"10,075"
"LÊ E ESCREVE";"5.793";"52,803";"5.178";"47,197";"0";"0,000";"10.971";"16,390"
"NÃO INFORMADO";"5";"55,556";"4";"44,444";"0";"0,000";"9";"0,013"
"SUPERIOR COMPLETO";"1.690";"36,313";"2.964";"63,687";"0";"0,000";"4.654";"6,953"
"SUPERIOR INCOMPLETO";"1.186";"44,890";"1.456";"55,110";"0";"0,000";"2.642";"3,947"
"TOTAL(TT)";"31.376";"46,873";"35.552";"53,112";"10";"0,015";"66.938";"100,000"
