"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.255";"56,404";"966";"43,416";"4";"0,180";"2.225";"15,432"
"ENSINO FUNDAMENTAL COMPLETO";"219";"40,037";"328";"59,963";"0";"0,000";"547";"3,794"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.605";"51,219";"2.481";"48,781";"0";"0,000";"5.086";"35,275"
"ENSINO MÉDIO COMPLETO";"293";"33,409";"584";"66,591";"0";"0,000";"877";"6,083"
"ENSINO MÉDIO INCOMPLETO";"855";"43,030";"1.132";"56,970";"0";"0,000";"1.987";"13,781"
"LÊ E ESCREVE";"1.757";"51,783";"1.636";"48,217";"0";"0,000";"3.393";"23,533"
"NÃO INFORMADO";"4";"66,667";"2";"33,333";"0";"0,000";"6";"0,042"
"SUPERIOR COMPLETO";"45";"25,140";"134";"74,860";"0";"0,000";"179";"1,242"
"SUPERIOR INCOMPLETO";"37";"31,356";"81";"68,644";"0";"0,000";"118";"0,818"
"TOTAL(TT)";"7.070";"49,036";"7.344";"50,936";"4";"0,028";"14.418";"100,000"
