"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.516";"42,753";"3.369";"57,247";"0";"0,000";"5.885";"6,507"
"ENSINO FUNDAMENTAL COMPLETO";"2.353";"49,788";"2.373";"50,212";"0";"0,000";"4.726";"5,225"
"ENSINO FUNDAMENTAL INCOMPLETO";"11.141";"48,349";"11.902";"51,651";"0";"0,000";"23.043";"25,477"
"ENSINO MÉDIO COMPLETO";"9.209";"42,286";"12.569";"57,714";"0";"0,000";"21.778";"24,078"
"ENSINO MÉDIO INCOMPLETO";"6.298";"47,741";"6.894";"52,259";"0";"0,000";"13.192";"14,585"
"LÊ E ESCREVE";"3.715";"47,271";"4.144";"52,729";"0";"0,000";"7.859";"8,689"
"SUPERIOR COMPLETO";"3.151";"36,302";"5.529";"63,698";"0";"0,000";"8.680";"9,597"
"SUPERIOR INCOMPLETO";"2.304";"43,603";"2.980";"56,397";"0";"0,000";"5.284";"5,842"
"TOTAL(TT)";"40.687";"44,984";"49.760";"55,016";"0";"0,000";"90.447";"100,000"
