"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.935";"53,072";"1.711";"46,928";"0";"0,000";"3.646";"8,811"
"ENSINO FUNDAMENTAL COMPLETO";"1.581";"49,054";"1.642";"50,946";"0";"0,000";"3.223";"7,789"
"ENSINO FUNDAMENTAL INCOMPLETO";"5.941";"49,340";"6.100";"50,660";"0";"0,000";"12.041";"29,099"
"ENSINO MÉDIO COMPLETO";"3.716";"41,316";"5.278";"58,684";"0";"0,000";"8.994";"21,735"
"ENSINO MÉDIO INCOMPLETO";"2.833";"46,028";"3.322";"53,972";"0";"0,000";"6.155";"14,874"
"LÊ E ESCREVE";"1.628";"50,923";"1.569";"49,077";"0";"0,000";"3.197";"7,726"
"SUPERIOR COMPLETO";"718";"31,272";"1.578";"68,728";"0";"0,000";"2.296";"5,549"
"SUPERIOR INCOMPLETO";"810";"44,311";"1.018";"55,689";"0";"0,000";"1.828";"4,418"
"TOTAL(TT)";"19.162";"46,307";"22.218";"53,693";"0";"0,000";"41.380";"100,000"
