"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.292";"55,672";"1.825";"44,328";"0";"0,000";"4.117";"17,224"
"ENSINO FUNDAMENTAL COMPLETO";"638";"49,534";"650";"50,466";"0";"0,000";"1.288";"5,388"
"ENSINO FUNDAMENTAL INCOMPLETO";"3.172";"54,643";"2.633";"45,357";"0";"0,000";"5.805";"24,286"
"ENSINO MÉDIO COMPLETO";"1.850";"37,794";"3.045";"62,206";"0";"0,000";"4.895";"20,479"
"ENSINO MÉDIO INCOMPLETO";"1.367";"47,764";"1.495";"52,236";"0";"0,000";"2.862";"11,973"
"LÊ E ESCREVE";"1.583";"48,813";"1.660";"51,187";"0";"0,000";"3.243";"13,567"
"SUPERIOR COMPLETO";"334";"27,950";"861";"72,050";"0";"0,000";"1.195";"4,999"
"SUPERIOR INCOMPLETO";"199";"39,960";"299";"60,040";"0";"0,000";"498";"2,083"
"TOTAL(TT)";"11.435";"47,839";"12.468";"52,161";"0";"0,000";"23.903";"100,000"
