"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"699";"55,965";"550";"44,035";"0";"0,000";"1.249";"12,164"
"ENSINO FUNDAMENTAL COMPLETO";"161";"46,264";"187";"53,736";"0";"0,000";"348";"3,389"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.497";"53,426";"1.305";"46,574";"0";"0,000";"2.802";"27,289"
"ENSINO MÉDIO COMPLETO";"555";"34,666";"1.046";"65,334";"0";"0,000";"1.601";"15,592"
"ENSINO MÉDIO INCOMPLETO";"583";"44,950";"714";"55,050";"0";"0,000";"1.297";"12,631"
"LÊ E ESCREVE";"1.317";"54,990";"1.078";"45,010";"0";"0,000";"2.395";"23,325"
"NÃO INFORMADO";"1";"100,000";"0";"0,000";"0";"0,000";"1";"0,010"
"SUPERIOR COMPLETO";"78";"17,528";"367";"82,472";"0";"0,000";"445";"4,334"
"SUPERIOR INCOMPLETO";"45";"34,615";"85";"65,385";"0";"0,000";"130";"1,266"
"TOTAL(TT)";"4.936";"48,072";"5.332";"51,928";"0";"0,000";"10.268";"100,000"
