"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"7.233";"40,037";"10.806";"59,814";"27";"0,149";"18.066";"3,983"
"ENSINO FUNDAMENTAL COMPLETO";"13.173";"48,059";"14.202";"51,813";"35";"0,128";"27.410";"6,043"
"ENSINO FUNDAMENTAL INCOMPLETO";"66.107";"49,722";"66.776";"50,226";"69";"0,052";"132.952";"29,312"
"ENSINO MÉDIO COMPLETO";"42.616";"41,061";"61.142";"58,910";"30";"0,029";"103.788";"22,882"
"ENSINO MÉDIO INCOMPLETO";"44.469";"48,039";"48.088";"51,948";"12";"0,013";"92.569";"20,409"
"LÊ E ESCREVE";"20.028";"46,536";"22.869";"53,137";"141";"0,328";"43.038";"9,489"
"NÃO INFORMADO";"157";"44,350";"186";"52,542";"11";"3,107";"354";"0,078"
"SUPERIOR COMPLETO";"7.473";"37,067";"12.681";"62,899";"7";"0,035";"20.161";"4,445"
"SUPERIOR INCOMPLETO";"6.647";"43,613";"8.592";"56,374";"2";"0,013";"15.241";"3,360"
"TOTAL(TT)";"207.903";"45,836";"245.342";"54,090";"334";"0,074";"453.579";"100,000"
