"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.182";"55,234";"954";"44,579";"4";"0,187";"2.140";"15,520"
"ENSINO FUNDAMENTAL COMPLETO";"233";"51,778";"217";"48,222";"0";"0,000";"450";"3,263"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.120";"52,553";"1.914";"47,447";"0";"0,000";"4.034";"29,255"
"ENSINO MÉDIO COMPLETO";"1.483";"45,533";"1.774";"54,467";"0";"0,000";"3.257";"23,620"
"ENSINO MÉDIO INCOMPLETO";"772";"48,492";"820";"51,508";"0";"0,000";"1.592";"11,545"
"LÊ E ESCREVE";"869";"57,779";"634";"42,154";"1";"0,066";"1.504";"10,907"
"NÃO INFORMADO";"3";"50,000";"3";"50,000";"0";"0,000";"6";"0,044"
"SUPERIOR COMPLETO";"144";"26,766";"394";"73,234";"0";"0,000";"538";"3,902"
"SUPERIOR INCOMPLETO";"107";"39,925";"161";"60,075";"0";"0,000";"268";"1,944"
"TOTAL(TT)";"6.913";"50,134";"6.871";"49,830";"5";"0,036";"13.789";"100,000"
