"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.085";"49,229";"1.119";"50,771";"0";"0,000";"2.204";"7,764"
"ENSINO FUNDAMENTAL COMPLETO";"632";"42,847";"843";"57,153";"0";"0,000";"1.475";"5,196"
"ENSINO FUNDAMENTAL INCOMPLETO";"4.844";"48,406";"5.163";"51,594";"0";"0,000";"10.007";"35,252"
"ENSINO MÉDIO COMPLETO";"1.803";"37,696";"2.980";"62,304";"0";"0,000";"4.783";"16,849"
"ENSINO MÉDIO INCOMPLETO";"1.669";"44,757";"2.060";"55,243";"0";"0,000";"3.729";"13,136"
"LÊ E ESCREVE";"1.785";"52,686";"1.603";"47,314";"0";"0,000";"3.388";"11,935"
"SUPERIOR COMPLETO";"418";"25,441";"1.225";"74,559";"0";"0,000";"1.643";"5,788"
"SUPERIOR INCOMPLETO";"421";"36,356";"737";"63,644";"0";"0,000";"1.158";"4,079"
"TOTAL(TT)";"12.657";"44,587";"15.730";"55,413";"0";"0,000";"28.387";"100,000"
