"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.615";"52,299";"1.468";"47,539";"5";"0,162";"3.088";"12,418"
"ENSINO FUNDAMENTAL COMPLETO";"364";"54,086";"309";"45,914";"0";"0,000";"673";"2,706"
"ENSINO FUNDAMENTAL INCOMPLETO";"3.030";"53,714";"2.611";"46,286";"0";"0,000";"5.641";"22,685"
"ENSINO MÉDIO COMPLETO";"2.471";"39,467";"3.790";"60,533";"0";"0,000";"6.261";"25,178"
"ENSINO MÉDIO INCOMPLETO";"1.494";"49,000";"1.555";"51,000";"0";"0,000";"3.049";"12,261"
"LÊ E ESCREVE";"2.082";"51,998";"1.920";"47,952";"2";"0,050";"4.004";"16,102"
"NÃO INFORMADO";"10";"43,478";"12";"52,174";"1";"4,348";"23";"0,092"
"SUPERIOR COMPLETO";"353";"25,305";"1.042";"74,695";"0";"0,000";"1.395";"5,610"
"SUPERIOR INCOMPLETO";"272";"37,108";"461";"62,892";"0";"0,000";"733";"2,948"
"TOTAL(TT)";"11.691";"47,014";"13.168";"52,954";"8";"0,032";"24.867";"100,000"
