"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"522";"52,357";"473";"47,442";"2";"0,201";"997";"10,349"
"ENSINO FUNDAMENTAL COMPLETO";"118";"49,372";"121";"50,628";"0";"0,000";"239";"2,481"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.331";"52,755";"1.192";"47,245";"0";"0,000";"2.523";"26,188"
"ENSINO MÉDIO COMPLETO";"229";"29,472";"547";"70,399";"1";"0,129";"777";"8,065"
"ENSINO MÉDIO INCOMPLETO";"1.062";"45,462";"1.274";"54,538";"0";"0,000";"2.336";"24,247"
"LÊ E ESCREVE";"1.329";"52,364";"1.205";"47,478";"4";"0,158";"2.538";"26,344"
"NÃO INFORMADO";"16";"50,000";"16";"50,000";"0";"0,000";"32";"0,332"
"SUPERIOR COMPLETO";"35";"32,710";"72";"67,290";"0";"0,000";"107";"1,111"
"SUPERIOR INCOMPLETO";"30";"35,294";"54";"63,529";"1";"1,176";"85";"0,882"
"TOTAL(TT)";"4.672";"48,495";"4.954";"51,422";"8";"0,083";"9.634";"100,000"
