"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"718";"50,035";"714";"49,756";"3";"0,209";"1.435";"14,177"
"ENSINO FUNDAMENTAL COMPLETO";"187";"47,103";"210";"52,897";"0";"0,000";"397";"3,922"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.672";"49,836";"1.683";"50,164";"0";"0,000";"3.355";"33,146"
"ENSINO MÉDIO COMPLETO";"251";"39,036";"392";"60,964";"0";"0,000";"643";"6,352"
"ENSINO MÉDIO INCOMPLETO";"693";"42,000";"957";"58,000";"0";"0,000";"1.650";"16,301"
"LÊ E ESCREVE";"1.149";"47,795";"1.253";"52,121";"2";"0,083";"2.404";"23,750"
"NÃO INFORMADO";"4";"50,000";"4";"50,000";"0";"0,000";"8";"0,079"
"SUPERIOR COMPLETO";"45";"33,835";"88";"66,165";"0";"0,000";"133";"1,314"
"SUPERIOR INCOMPLETO";"32";"32,990";"65";"67,010";"0";"0,000";"97";"0,958"
"TOTAL(TT)";"4.751";"46,937";"5.366";"53,013";"5";"0,049";"10.122";"99,999"
