"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.686";"44,876";"2.071";"55,124";"0";"0,000";"3.757";"5,024"
"ENSINO FUNDAMENTAL COMPLETO";"1.862";"51,622";"1.745";"48,378";"0";"0,000";"3.607";"4,823"
"ENSINO FUNDAMENTAL INCOMPLETO";"8.670";"48,881";"9.067";"51,119";"0";"0,000";"17.737";"23,719"
"ENSINO MÉDIO COMPLETO";"11.224";"44,031";"14.267";"55,969";"0";"0,000";"25.491";"34,088"
"ENSINO MÉDIO INCOMPLETO";"4.564";"50,088";"4.548";"49,912";"0";"0,000";"9.112";"12,185"
"LÊ E ESCREVE";"3.233";"47,218";"3.614";"52,782";"0";"0,000";"6.847";"9,156"
"SUPERIOR COMPLETO";"1.659";"33,713";"3.262";"66,287";"0";"0,000";"4.921";"6,581"
"SUPERIOR INCOMPLETO";"1.481";"44,757";"1.828";"55,243";"0";"0,000";"3.309";"4,425"
"TOTAL(TT)";"34.379";"45,973";"40.402";"54,027";"0";"0,000";"74.781";"100,000"
