"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.738";"49,333";"1.775";"50,383";"10";"0,284";"3.523";"22,779"
"ENSINO FUNDAMENTAL COMPLETO";"175";"42,787";"234";"57,213";"0";"0,000";"409";"2,645"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.382";"52,769";"2.132";"47,231";"0";"0,000";"4.514";"29,187"
"ENSINO MÉDIO COMPLETO";"240";"31,704";"517";"68,296";"0";"0,000";"757";"4,895"
"ENSINO MÉDIO INCOMPLETO";"821";"41,174";"1.173";"58,826";"0";"0,000";"1.994";"12,893"
"LÊ E ESCREVE";"2.019";"50,211";"1.992";"49,540";"10";"0,249";"4.021";"25,999"
"NÃO INFORMADO";"15";"62,500";"7";"29,167";"2";"8,333";"24";"0,155"
"SUPERIOR COMPLETO";"36";"25,000";"108";"75,000";"0";"0,000";"144";"0,931"
"SUPERIOR INCOMPLETO";"33";"41,250";"47";"58,750";"0";"0,000";"80";"0,517"
"TOTAL(TT)";"7.459";"48,228";"7.985";"51,629";"22";"0,142";"15.466";"99,999"
