"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.035";"56,931";"782";"43,014";"1";"0,055";"1.818";"7,917"
"ENSINO FUNDAMENTAL COMPLETO";"269";"43,109";"355";"56,891";"0";"0,000";"624";"2,717"
"ENSINO FUNDAMENTAL INCOMPLETO";"3.186";"54,027";"2.711";"45,973";"0";"0,000";"5.897";"25,679"
"ENSINO MÉDIO COMPLETO";"1.033";"35,196";"1.901";"64,770";"1";"0,034";"2.935";"12,781"
"ENSINO MÉDIO INCOMPLETO";"2.388";"44,602";"2.966";"55,398";"0";"0,000";"5.354";"23,315"
"LÊ E ESCREVE";"2.665";"52,585";"2.400";"47,356";"3";"0,059";"5.068";"22,069"
"NÃO INFORMADO";"9";"75,000";"2";"16,667";"1";"8,333";"12";"0,052"
"SUPERIOR COMPLETO";"192";"24,967";"577";"75,033";"0";"0,000";"769";"3,349"
"SUPERIOR INCOMPLETO";"175";"35,934";"312";"64,066";"0";"0,000";"487";"2,121"
"TOTAL(TT)";"10.952";"47,692";"12.006";"52,282";"6";"0,026";"22.964";"100,000"
