"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.287";"47,438";"1.415";"52,156";"11";"0,405";"2.713";"21,285"
"ENSINO FUNDAMENTAL COMPLETO";"105";"40,856";"152";"59,144";"0";"0,000";"257";"2,016"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.869";"56,534";"1.437";"43,466";"0";"0,000";"3.306";"25,938"
"ENSINO MÉDIO COMPLETO";"153";"27,568";"402";"72,432";"0";"0,000";"555";"4,354"
"ENSINO MÉDIO INCOMPLETO";"778";"41,805";"1.083";"58,195";"0";"0,000";"1.861";"14,601"
"LÊ E ESCREVE";"1.906";"48,722";"2.004";"51,227";"2";"0,051";"3.912";"30,692"
"NÃO INFORMADO";"3";"37,500";"5";"62,500";"0";"0,000";"8";"0,063"
"SUPERIOR COMPLETO";"21";"23,333";"69";"76,667";"0";"0,000";"90";"0,706"
"SUPERIOR INCOMPLETO";"10";"22,727";"34";"77,273";"0";"0,000";"44";"0,345"
"TOTAL(TT)";"6.132";"48,109";"6.601";"51,789";"13";"0,102";"12.746";"100,000"
