"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.216";"51,701";"1.136";"48,299";"0";"0,000";"2.352";"13,988"
"ENSINO FUNDAMENTAL COMPLETO";"364";"48,663";"384";"51,337";"0";"0,000";"748";"4,448"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.340";"52,490";"2.118";"47,510";"0";"0,000";"4.458";"26,512"
"ENSINO MÉDIO COMPLETO";"1.625";"43,718";"2.092";"56,282";"0";"0,000";"3.717";"22,105"
"ENSINO MÉDIO INCOMPLETO";"960";"52,893";"855";"47,107";"0";"0,000";"1.815";"10,794"
"LÊ E ESCREVE";"1.400";"54,688";"1.160";"45,313";"0";"0,000";"2.560";"15,225"
"NÃO INFORMADO";"1";"100,000";"0";"0,000";"0";"0,000";"1";"0,006"
"SUPERIOR COMPLETO";"236";"28,851";"582";"71,149";"0";"0,000";"818";"4,865"
"SUPERIOR INCOMPLETO";"151";"43,642";"195";"56,358";"0";"0,000";"346";"2,058"
"TOTAL(TT)";"8.293";"49,319";"8.522";"50,681";"0";"0,000";"16.815";"100,000"
