"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"791";"53,230";"695";"46,770";"0";"0,000";"1.486";"12,357"
"ENSINO FUNDAMENTAL COMPLETO";"180";"51,282";"171";"48,718";"0";"0,000";"351";"2,919"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.519";"60,087";"1.009";"39,913";"0";"0,000";"2.528";"21,021"
"ENSINO MÉDIO COMPLETO";"1.220";"42,702";"1.637";"57,298";"0";"0,000";"2.857";"23,757"
"ENSINO MÉDIO INCOMPLETO";"774";"48,956";"807";"51,044";"0";"0,000";"1.581";"13,147"
"LÊ E ESCREVE";"1.343";"59,189";"926";"40,811";"0";"0,000";"2.269";"18,867"
"NÃO INFORMADO";"1";"25,000";"3";"75,000";"0";"0,000";"4";"0,033"
"SUPERIOR COMPLETO";"141";"23,115";"469";"76,885";"0";"0,000";"610";"5,072"
"SUPERIOR INCOMPLETO";"128";"37,647";"212";"62,353";"0";"0,000";"340";"2,827"
"TOTAL(TT)";"6.097";"50,698";"5.929";"49,302";"0";"0,000";"12.026";"100,000"
