"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"4.008";"50,479";"3.930";"49,496";"2";"0,025";"7.940";"21,488"
"ENSINO FUNDAMENTAL COMPLETO";"619";"46,194";"721";"53,806";"0";"0,000";"1.340";"3,627"
"ENSINO FUNDAMENTAL INCOMPLETO";"4.062";"50,960";"3.909";"49,040";"0";"0,000";"7.971";"21,572"
"ENSINO MÉDIO COMPLETO";"2.282";"39,089";"3.556";"60,911";"0";"0,000";"5.838";"15,800"
"ENSINO MÉDIO INCOMPLETO";"1.806";"45,618";"2.153";"54,382";"0";"0,000";"3.959";"10,714"
"LÊ E ESCREVE";"3.535";"48,718";"3.718";"51,240";"3";"0,041";"7.256";"19,637"
"NÃO INFORMADO";"0";"0,000";"4";"100,000";"0";"0,000";"4";"0,011"
"SUPERIOR COMPLETO";"545";"32,002";"1.157";"67,939";"1";"0,059";"1.703";"4,609"
"SUPERIOR INCOMPLETO";"391";"41,640";"548";"58,360";"0";"0,000";"939";"2,541"
"TOTAL(TT)";"17.248";"46,679";"19.696";"53,304";"6";"0,016";"36.950";"99,999"
