"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"407";"55,601";"325";"44,399";"0";"0,000";"732";"9,542"
"ENSINO FUNDAMENTAL COMPLETO";"174";"50,435";"171";"49,565";"0";"0,000";"345";"4,497"
"ENSINO FUNDAMENTAL INCOMPLETO";"1.306";"51,887";"1.211";"48,113";"0";"0,000";"2.517";"32,812"
"ENSINO MÉDIO COMPLETO";"542";"38,797";"855";"61,203";"0";"0,000";"1.397";"18,211"
"ENSINO MÉDIO INCOMPLETO";"444";"49,169";"459";"50,831";"0";"0,000";"903";"11,772"
"LÊ E ESCREVE";"754";"58,179";"541";"41,744";"1";"0,077";"1.296";"16,895"
"NÃO INFORMADO";"1";"33,333";"2";"66,667";"0";"0,000";"3";"0,039"
"SUPERIOR COMPLETO";"81";"21,833";"290";"78,167";"0";"0,000";"371";"4,836"
"SUPERIOR INCOMPLETO";"47";"43,925";"60";"56,075";"0";"0,000";"107";"1,395"
"TOTAL(TT)";"3.756";"48,964";"3.914";"51,023";"1";"0,013";"7.671";"100,000"
