"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.040";"50,508";"1.998";"49,468";"1";"0,025";"4.039";"20,171"
"ENSINO FUNDAMENTAL COMPLETO";"455";"44,218";"574";"55,782";"0";"0,000";"1.029";"5,139"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.393";"53,933";"2.043";"46,045";"1";"0,023";"4.437";"22,158"
"ENSINO MÉDIO COMPLETO";"816";"34,085";"1.578";"65,915";"0";"0,000";"2.394";"11,956"
"ENSINO MÉDIO INCOMPLETO";"1.308";"44,011";"1.664";"55,989";"0";"0,000";"2.972";"14,842"
"LÊ E ESCREVE";"2.377";"52,196";"2.176";"47,782";"1";"0,022";"4.554";"22,743"
"NÃO INFORMADO";"6";"54,545";"5";"45,455";"0";"0,000";"11";"0,055"
"SUPERIOR COMPLETO";"109";"25,829";"313";"74,171";"0";"0,000";"422";"2,107"
"SUPERIOR INCOMPLETO";"83";"50,000";"82";"49,398";"1";"0,602";"166";"0,829"
"TOTAL(TT)";"9.587";"47,878";"10.433";"52,102";"4";"0,020";"20.024";"100,000"
