"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"2.977";"50,025";"2.970";"49,908";"4";"0,067";"5.951";"18,698"
"ENSINO FUNDAMENTAL COMPLETO";"330";"41,405";"467";"58,595";"0";"0,000";"797";"2,504"
"ENSINO FUNDAMENTAL INCOMPLETO";"4.782";"50,353";"4.715";"49,647";"0";"0,000";"9.497";"29,839"
"ENSINO MÉDIO COMPLETO";"743";"35,347";"1.358";"64,605";"1";"0,048";"2.102";"6,604"
"ENSINO MÉDIO INCOMPLETO";"1.938";"41,252";"2.760";"58,748";"0";"0,000";"4.698";"14,761"
"LÊ E ESCREVE";"4.000";"50,201";"3.964";"49,749";"4";"0,050";"7.968";"25,035"
"NÃO INFORMADO";"36";"58,065";"22";"35,484";"4";"6,452";"62";"0,195"
"SUPERIOR COMPLETO";"145";"30,146";"336";"69,854";"0";"0,000";"481";"1,511"
"SUPERIOR INCOMPLETO";"103";"38,007";"168";"61,993";"0";"0,000";"271";"0,851"
"TOTAL(TT)";"15.054";"47,299";"16.760";"52,660";"13";"0,041";"31.827";"100,000"
