"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"539";"56,857";"409";"43,143";"0";"0,000";"948";"7,737"
"ENSINO FUNDAMENTAL COMPLETO";"259";"48,141";"279";"51,859";"0";"0,000";"538";"4,391"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.193";"52,452";"1.988";"47,548";"0";"0,000";"4.181";"34,122"
"ENSINO MÉDIO COMPLETO";"838";"37,714";"1.384";"62,286";"0";"0,000";"2.222";"18,134"
"ENSINO MÉDIO INCOMPLETO";"565";"46,656";"646";"53,344";"0";"0,000";"1.211";"9,883"
"LÊ E ESCREVE";"1.224";"55,460";"982";"44,495";"1";"0,045";"2.207";"18,012"
"NÃO INFORMADO";"2";"28,571";"5";"71,429";"0";"0,000";"7";"0,057"
"SUPERIOR COMPLETO";"202";"30,422";"462";"69,578";"0";"0,000";"664";"5,419"
"SUPERIOR INCOMPLETO";"113";"41,091";"162";"58,909";"0";"0,000";"275";"2,244"
"TOTAL(TT)";"5.935";"48,437";"6.317";"51,555";"1";"0,008";"12.253";"100,000"
