"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"960";"45,498";"1.146";"54,313";"4";"0,190";"2.110";"15,603"
"ENSINO FUNDAMENTAL COMPLETO";"228";"41,455";"322";"58,545";"0";"0,000";"550";"4,067"
"ENSINO FUNDAMENTAL INCOMPLETO";"2.009";"49,691";"2.034";"50,309";"0";"0,000";"4.043";"29,897"
"ENSINO MÉDIO COMPLETO";"217";"34,444";"412";"65,397";"1";"0,159";"630";"4,659"
"ENSINO MÉDIO INCOMPLETO";"822";"40,977";"1.184";"59,023";"0";"0,000";"2.006";"14,834"
"LÊ E ESCREVE";"2.043";"52,600";"1.838";"47,322";"3";"0,077";"3.884";"28,721"
"NÃO INFORMADO";"1";"20,000";"4";"80,000";"0";"0,000";"5";"0,037"
"SUPERIOR COMPLETO";"61";"32,275";"128";"67,725";"0";"0,000";"189";"1,398"
"SUPERIOR INCOMPLETO";"47";"44,340";"59";"55,660";"0";"0,000";"106";"0,784"
"TOTAL(TT)";"6.388";"47,238";"7.127";"52,703";"8";"0,059";"13.523";"100,000"
