"Grau de Instrução";"Masculino(M)";"%M/T";"Feminino(F)";"%F/T";"Não Informado(N)";"%N/T";"Total(T)";"%T/TT";
"ANALFABETO";"1.881";"49,344";"1.931";"50,656";"0";"0,000";"3.812";"16,284"
"ENSINO FUNDAMENTAL COMPLETO";"529";"55,743";"420";"44,257";"0";"0,000";"949";"4,054"
"ENSINO FUNDAMENTAL INCOMPLETO";"3.337";"55,580";"2.667";"44,420";"0";"0,000";"6.004";"25,648"
"ENSINO MÉDIO COMPLETO";"1.890";"40,161";"2.816";"59,839";"0";"0,000";"4.706";"20,103"
"ENSINO MÉDIO INCOMPLETO";"1.528";"49,290";"1.572";"50,710";"0";"0,000";"3.100";"13,243"
"LÊ E ESCREVE";"1.872";"55,254";"1.515";"44,717";"1";"0,030";"3.388";"14,473"
"NÃO INFORMADO";"3";"75,000";"1";"25,000";"0";"0,000";"4";"0,017"
"SUPERIOR COMPLETO";"270";"29,252";"653";"70,748";"0";"0,000";"923";"3,943"
"SUPERIOR INCOMPLETO";"196";"37,476";"327";"62,524";"0";"0,000";"523";"2,234"
"TOTAL(TT)";"11.506";"49,152";"11.902";"50,844";"1";"0,004";"23.409";"100,000"
